"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FF","2021-04-23","96.2","0.57","6.25","Chapman, Aroldis",644374,547973,,"ball",,,,,"12","Yu Chang pops out to catcher Gary Sanchez.","R","R","L","CLE","NYY","B",,,"2","0",2021,"0.28","1.64","1.02","4.29",,,,"2","9","Bot",,,,,"596142",,,0.5558983359641476,-140.121728175046,-3.372371246019343,3.5317429386493107,33.257264011097604,-10.037412150534793,"3.41","1.58",,,,"97.4","2394","7",634437,547973,"596142","518934","596059","570482","650402","643565","543305","592450","53.47",,,,,,,,"71","3","4-Seam Fastball","3","5","3","5","5","3","3","5","Standard","Standard","161","-0.014","0.042"
"SL","2021-04-23","87.0","0.33","6.3","Chapman, Aroldis",644374,547973,,"ball",,,,,"13","Yu Chang pops out to catcher Gary Sanchez.","R","R","L","CLE","NYY","B",,,"1","0",2021,"-0.88","0.56","-0.77","0.62",,,,"2","9","Bot",,,,,"596142",,,-0.8339175753073678,-126.51444121219615,-8.729530074708105,-9.22671215958622,27.538933155811154,-24.475508556027158,"3.41","1.53",,,,"88.6","2464","7.5",634437,547973,"596142","518934","596059","570482","650402","643565","543305","592450","53.02",,,,,,,,"71","2","Slider","3","5","3","5","5","3","3","5","Standard","Standard","266","-0.014","0.027"
"FF","2021-04-23","99.5","0.58","6.27","Chapman, Aroldis",644374,547973,,"ball",,,,,"12","Yu Chang pops out to catcher Gary Sanchez.","R","R","L","CLE","NYY","B",,,"0","0",2021,"0.35","1.68","1.19","3.55",,,,"2","9","Bot",,,,,"596142",,,0.8566710293131,-144.7470748210196,-6.035924401288531,4.719834110339184,35.231181783731785,-7.430257523501477,"3.41","1.59",,,,"100.5","2493","6.9",634437,547973,"596142","518934","596059","570482","650402","643565","543305","592450","53.55",,,,,,,,"71","1","4-Seam Fastball","3","5","3","5","5","3","3","5","Standard","Standard","158","-0.014","0.018"
"FF","2021-04-23","99.7","0.39","6.26","Chapman, Aroldis",547379,547973,"strikeout","swinging_strike",,,,,"2","Roberto Perez strikes out swinging.","R","R","L","CLE","NYY","S","2",,"2","2",2021,"0.2","1.72","0.03","3.32",,,,"1","9","Bot",,,,,"596142",,,-1.4788514100145407,-145.13001240183976,-6.83206224516185,3.242556455598287,34.789706336316634,-6.423251648347352,"3.32","1.51",,,,"101.2","2375","7.1",634437,547973,"596142","518934","596059","570482","650402","643565","543305","592450","53.37",,,"0","1","0","0",,"70","5","4-Seam Fastball","3","5","3","5","5","3","3","5","Standard","Strategic","157","-0.029","-0.148"
"FF","2021-04-23","98.9","0.45","6.16","Chapman, Aroldis",547379,547973,,"swinging_strike",,,,,"1","Roberto Perez strikes out swinging.","R","R","L","CLE","NYY","S",,,"2","1",2021,"0.19","1.73","-0.45","3.04",,,,"1","9","Bot",,,,,"596142",,,-2.954445780013661,-143.79649630430546,-7.176275216609595,3.3638076443527534,34.789216430475854,-6.775138296434986,"3.32","1.51",,,,"100.3","2470","7.2",634437,547973,"596142","518934","596059","570482","650402","643565","543305","592450","53.29",,,,,,,,"70","4","4-Seam Fastball","3","5","3","5","5","3","3","5","Standard","Strategic","159","0","-0.047"
"FS","2021-04-23","90.8","0.45","6.2","Chapman, Aroldis",547379,547973,,"ball",,,,,"13","Roberto Perez strikes out swinging.","R","R","L","CLE","NYY","B",,,"1","1",2021,"0.35","-0.08","-0.62","-0.32",,,,"1","9","Bot",,,,,"596142",,,-3.4909490296478207,-132.03215062855827,-10.463840399898793,4.780660713703023,25.825409062155224,-31.254660895842772,"3.19","1.55",,,,"92.9","1323","7.4",634437,547973,"596142","518934","596059","570482","650402","643565","543305","592450","53.14",,,,,,,,"70","3","Split-Finger","3","5","3","5","5","3","3","5","Standard","Strategic","118","0","0.033"
"SI","2021-04-23","99.3","0.63","6.13","Chapman, Aroldis",547379,547973,,"foul_tip",,,,,"6","Roberto Perez strikes out swinging.","R","R","L","CLE","NYY","S",,,"1","0",2021,"0.77","1.44","0.69","2.29",,,,"1","9","Bot",,,,,"596142",,,-1.647289775090938,-144.42555246625568,-8.546399149866636,11.159189527144775,34.641107367013994,-10.23456778210114,"3.32","1.51",,,,"100.4","2545","7",634437,547973,"596142","518934","596059","570482","650402","643565","543305","592450","53.48",,,,,,,,"70","2","Sinker","3","5","3","5","5","3","3","5","Standard","Strategic","145","0","-0.033"
"SI","2021-04-23","98.5","0.5","6.21","Chapman, Aroldis",547379,547973,,"ball",,,,,"3","Roberto Perez strikes out swinging.","R","R","L","CLE","NYY","B",,,"0","0",2021,"0.97","1.42","0.63","3.36",,,,"1","9","Bot",,,,,"596142",,,-1.9260300500542202,-143.3997796528606,-5.63971258749012,13.793612123322752,35.46713700346978,-11.443247815740262,"3.24","1.51",,,,"99.7","2456","7.1",634437,547973,"596142","518934","596059","570482","650402","643565","543305","592450","53.41",,,,,,,,"70","1","Sinker","3","5","3","5","5","3","3","5","Standard","Strategic","155","0","0.027"
"FF","2021-04-23","98.0","0.54","6.16","Chapman, Aroldis",642708,547973,"field_out","hit_into_play",,,,,"8","Amed Rosario grounds out, second baseman Rougned Odor to first baseman DJ LeMahieu.","R","R","L","CLE","NYY","X","4","ground_ball","2","1",2021,"0.44","1.67","0.27","1.55",,,,"0","9","Bot",132.99,144.75,,,"596142",,,-1.793662606943802,-142.32701736190478,-10.978703982575214,6.410788158934872,33.16794036383153,-7.17128907340923,"3.47","1.59","1","77.6","-49","99.5","2422","7.3",634437,547973,"596142","518934","596059","570482","650402","643565","543305","592450","53.21","0.094","0.085","0","1","0","0","2","69","4","4-Seam Fastball","3","5","3","5","5","3","3","5","Standard","Standard","157","-0.044","-0.291"
"FS","2021-04-23","87.6","0.48","6.26","Chapman, Aroldis",642708,547973,,"ball",,,,,"12","Amed Rosario grounds out, second baseman Rougned Odor to first baseman DJ LeMahieu.","R","R","L","CLE","NYY","B",,,"1","1",2021,"-0.26","-0.03","0.53","3.91",,,,"0","9","Bot",,,,,"596142",,,0.6807983634159489,-127.47068995874578,0.6327685507020471,-3.0011273597254067,30.67775185251699,-32.85451440810397,"3.47","1.62",,,,"88.5","811","7.3",634437,547973,"596142","518934","596059","570482","650402","643565","543305","592450","53.25",,,,,,,,"69","3","Split-Finger","3","5","3","5","5","3","3","5","Standard","Standard","356","0","0.051"
"FS","2021-04-23","89.5","0.43","6.16","Chapman, Aroldis",642708,547973,,"ball",,,,,"14","Amed Rosario grounds out, second baseman Rougned Odor to first baseman DJ LeMahieu.","R","R","L","CLE","NYY","B",,,"0","1",2021,"0.59","0.08","0.07","0.19",,,,"0","9","Bot",,,,,"596142",,,-2.188224540689496,-130.10622556372235,-9.03024726331241,7.123565367769798,27.563733719248834,-29.60106990289799,"3.47","1.64",,,,"91.2","766","7.4",634437,547973,"596142","518934","596059","570482","650402","643565","543305","592450","53.13",,,,,,,,"69","2","Split-Finger","3","5","3","5","5","3","3","5","Standard","Standard","119","0","0.032"
"FF","2021-04-23","98.4","0.61","6.22","Chapman, Aroldis",642708,547973,,"called_strike",,,,,"3","Amed Rosario grounds out, second baseman Rougned Odor to first baseman DJ LeMahieu.","R","R","L","CLE","NYY","S",,,"0","0",2021,"0.35","1.57","0.39","3.10",,,,"0","9","Bot",,,,,"596142",,,-1.4255874118994885,-143.1627496743528,-6.740037463536596,5.095024012500323,32.312652135414396,-9.231263419334063,"3.47","1.61",,,,"99.6","2532","6.9",634437,547973,"596142","518934","596059","570482","650402","643565","543305","592450","53.6",,,,,,,,"69","1","4-Seam Fastball","3","5","3","5","5","3","3","5","Standard","Strategic","167","0","-0.042"
"SI","2021-04-22","101.4","0.62","6.23","Chapman, Aroldis",514917,547973,"strikeout","foul_tip",,,,,"2","Cesar Hernandez strikes out on a foul tip.","R","R","L","CLE","NYY","S","2",,"0","2",2021,"1.04","1.74","0.28","2.87",,,"642708","2","9","Bot",,,,,"543309",,,-3.50505107350289,-147.38576493334216,-8.348982527249364,15.973477522967793,36.618718846164896,-4.972728599302572,"3.3","1.5",,,,"102.7","2385","7.2",634436,547973,"543309","645801","596059","518934","650402","458731","543305","643565","53.32",,,"0","1","0","0",,"84","3","Sinker","3","6","3","6","6","3","3","6","Standard","Standard","161","-0.014","-0.159"
"FF","2021-04-22","99.1","0.65","6.15","Chapman, Aroldis",514917,547973,,"swinging_strike",,,,,"2","Cesar Hernandez strikes out on a foul tip.","R","R","L","CLE","NYY","S",,,"0","1",2021,"0.36","1.82","0.18","2.92",,,"642708","2","9","Bot",,,,,"543309",,,-2.1712983179180174,-144.1182388202472,-7.731771242551912,5.488513213896229,35.499717933632645,-5.24796852567876,"3.3","1.5",,,,"100.5","2364","7.2",634436,547973,"543309","645801","596059","518934","650402","458731","543305","643565","53.29",,,,,,,,"84","2","4-Seam Fastball","3","6","3","6","6","3","3","6","Standard","Standard","165","-0.014","-0.053"
"FF","2021-04-22","97.8","0.7","6.29","Chapman, Aroldis",514917,547973,,"called_strike",,,,,"3","Cesar Hernandez strikes out on a foul tip.","R","R","L","CLE","NYY","S",,,"0","0",2021,"0.28","1.72","0.74","2.99",,,"642708","2","9","Bot",,,,,"543309",,,-0.5632811285942305,-142.1846490619807,-7.434716480878392,3.9644138281611867,34.68926896921878,-7.334226196303579,"3.36","1.57",,,,"98.8","2416","7.1",634436,547973,"543309","645801","596059","518934","650402","458731","543305","643565","53.45",,,,,,,,"84","1","4-Seam Fastball","3","6","3","6","6","3","3","6","Standard","Standard","161","-0.014","-0.041"
"SI","2021-04-22","99.9","0.67","6.19","Chapman, Aroldis",656669,547973,"strikeout","swinging_strike",,,,,"9","Jordan Luplow strikes out swinging.","R","R","L","CLE","NYY","S","2",,"0","2",2021,"1.19","1.57","0.67","1.94",,,"642708","1","9","Bot",,,,,"543309",,,-2.844512990919343,-145.10290953111507,-10.143167012128204,17.47641999168501,34.83936893946316,-7.825403680560952,"3.41","1.56",,,,"101.2","2394","7.2",634436,547973,"543309","645801","596059","518934","650402","458731","543305","643565","53.34",,,"0","1","0","0",,"83","3","Sinker","3","6","3","6","6","3","3","6","Standard","Standard","160","-0.028","-0.19"
"SL","2021-04-22","87.1","0.33","6.33","Chapman, Aroldis",656669,547973,,"foul",,,,,"5","Jordan Luplow strikes out swinging.","R","R","L","CLE","NYY","S",,,"0","1",2021,"-0.94","0.55","0.02","2.37",,,"642708","1","9","Bot",,,,,"543309",,,1.2043885451880079,-126.96474676941942,-4.642984130337259,-10.432325328301076,23.180492815731142,-25.485908117093405,"3.41","1.56",,,,"89.2","2358","7.2",634436,547973,"543309","645801","596059","518934","650402","458731","543305","643565","53.25",,,,,,,,"83","2","Slider","3","6","3","6","6","3","3","6","Standard","Standard","288","0","-0.059"
"FF","2021-04-22","96.6","0.7","6.13","Chapman, Aroldis",656669,547973,,"foul",,,,,"4","Jordan Luplow strikes out swinging.","R","R","L","CLE","NYY","S",,,"0","0",2021,"0.49","1.7","-0.35","2.48",,,"642708","1","9","Bot",,,,,"543309",,,-3.9762280570998474,-140.3726344981885,-8.115178344891268,7.472636806632302,34.52646613967968,-8.034670081757367,"3.41","1.56","249","75.6","37","97.8","2466","7.3",634436,547973,"543309","645801","596059","518934","650402","458731","543305","643565","53.24",,,,,,,,"83","1","4-Seam Fastball","3","6","3","6","6","3","3","6","Standard","Standard","157","0","-0.044"
"FF","2021-04-22","96.4","0.65","6.23","Chapman, Aroldis",642708,547973,"walk","ball",,,,,"11","Amed Rosario walks.","R","R","L","CLE","NYY","B",,,"3","0",2021,"0.22","1.77","-1.12","2.42",,,,"1","9","Bot",,,,,"543309",,,-5.291967380627902,-140.07965592603648,-8.666575844615863,4.159324488395656,34.136723712525466,-7.1140630366336435,"3.25","1.54",,,,"97.6","2356","7.3",634436,547973,"543309","645801","596059","518934","650402","458731","543305","643565","53.25",,,"0.7","1","0","0",,"82","4","4-Seam Fastball","3","6","3","6","6","3","3","6","Standard","Standard","164","0.025","0.109"
"SL","2021-04-22","84.7","0.59","6.31","Chapman, Aroldis",642708,547973,,"ball",,,,,"9","Amed Rosario walks.","R","R","L","CLE","NYY","B",,,"2","0",2021,"-0.94","0.23","0.82","1.93",,,,"1","9","Bot",,,,,"543309",,,2.47466998237165,-123.29391903239382,-4.388331115444357,-10.128509118434174,24.261164248907168,-29.20562478676518,"3.39","1.57",,,,"86.1","2292","7.1",634436,547973,"543309","645801","596059","518934","650402","458731","543305","643565","53.39",,,,,,,,"82","3","Slider","3","6","3","6","6","3","3","6","Standard","Standard","285","0","0.091"
"FF","2021-04-22","97.9","0.64","6.25","Chapman, Aroldis",642708,547973,,"ball",,,,,"13","Amed Rosario walks.","R","R","L","CLE","NYY","B",,,"1","0",2021,"0.01","1.64","-1.52","2.15",,,,"1","9","Bot",,,,,"543309",,,-5.929236088855434,-142.1542930263709,-9.468899745140753,1.5100930400527461,34.02821236539495,-7.868372415995568,"3.47","1.65",,,,"99.1","2387","7.2",634436,547973,"543309","645801","596059","518934","650402","458731","543305","643565","53.34",,,,,,,,"82","2","4-Seam Fastball","3","6","3","6","6","3","3","6","Standard","Standard","164","0","0.04"
"FF","2021-04-22","99.0","0.47","6.25","Chapman, Aroldis",642708,547973,,"ball",,,,,"11","Amed Rosario walks.","R","R","L","CLE","NYY","B",,,"0","0",2021,"0.24","1.49","-0.41","3.50",,,,"1","9","Bot",,,,,"543309",,,-3.021390623343881,-144.142531728224,-5.651774142363126,3.9916907994233912,33.991770027839095,-10.241079836338654,"3.29","1.59",,,,"100.6","2423","7.2",634436,547973,"543309","645801","596059","518934","650402","458731","543305","643565","53.34",,,,,,,,"82","1","4-Seam Fastball","3","6","3","6","6","3","3","6","Standard","Standard","164","0","0.027"
"FS","2021-04-22","89.6","0.49","6.22","Chapman, Aroldis",547379,547973,"strikeout","swinging_strike_blocked",,,,,"13","Roberto Perez strikes out swinging.","R","R","L","CLE","NYY","S","2",,"0","2",2021,"-0.08","-0.47","-0.27","0.53",,,,"0","9","Bot",,,,,"543309",,,-1.761237066900481,-130.34232944749934,-7.190373757804226,-0.5110989295130416,28.197840842382924,-36.16160314085502,"3.32","1.51",,,,"91.3","2245","7.4",634436,547973,"543309","645801","596059","518934","650402","458731","543305","643565","53.11",,,"0","1","0","0",,"81","4","Split-Finger","3","6","3","6","6","3","3","6","Standard","Standard","273","-0.021","-0.153"
"SI","2021-04-22","99.0","0.51","6.23","Chapman, Aroldis",547379,547973,,"foul",,,,,"12","Roberto Perez strikes out swinging.","R","R","L","CLE","NYY","S",,,"0","2",2021,"0.89","1.41","0.93","3.22",,,,"0","9","Bot",,,,,"543309",,,-0.9743946640320232,-144.06408736059308,-6.142019591262251,12.643031973679674,34.84951422792603,-11.37005273267245,"3.32","1.51","274","79.5","44","100.2","2425","7.1",634436,547973,"543309","645801","596059","518934","650402","458731","543305","643565","53.44",,,,,,,,"81","3","Sinker","3","6","3","6","6","3","3","6","Standard","Standard","161","0","0"
"FF","2021-04-22","98.4","0.62","6.14","Chapman, Aroldis",547379,547973,,"called_strike",,,,,"4","Roberto Perez strikes out swinging.","R","R","L","CLE","NYY","S",,,"0","1",2021,"0.04","1.63","-0.77","2.30",,,,"0","9","Bot",,,,,"543309",,,-3.9144244193366697,-142.97278264452734,-8.826727429212175,1.4765004950575338,34.04815047931195,-7.9164202898199285,"3.2","1.47",,,,"99.5","2461","7",634436,547973,"543309","645801","596059","518934","650402","458731","543305","643565","53.45",,,,,,,,"81","2","4-Seam Fastball","3","6","3","6","6","3","3","6","Standard","Standard","158","0","-0.056"
"FF","2021-04-22","95.5","0.66","6.14","Chapman, Aroldis",547379,547973,,"called_strike",,,,,"11","Roberto Perez strikes out swinging.","R","R","L","CLE","NYY","S",,,"0","0",2021,"0.4","1.52","-0.16","3.46",,,,"0","9","Bot",,,,,"543309",,,-3.077465677803783,-139.01310205123423,-4.899236972026552,5.838802514562715,33.369516649422565,-11.599858191269053,"3.25","1.51",,,,"96.5","2374","7",634436,547973,"543309","645801","596059","518934","650402","458731","543305","643565","53.49",,,,,,,,"81","1","4-Seam Fastball","3","6","3","6","6","3","3","6","Standard","Standard","151","0","-0.042"
"FF","2021-04-20","97.8","0.48","6.14","Chapman, Aroldis",628338,547973,"field_out","hit_into_play",,,,,"4","Guillermo Heredia pops out to first baseman Mike Ford in foul territory.","R","R","L","NYY","ATL","X","3","popup","1","0",2021,"0.01","1.5","-0.48","2.38",,,"663586","2","9","Top",179.01,164.26,,,"596142",,,-2.6483377836835,-142.31133992827623,-8.210649665895028,0.7194522659031379,32.921465674300016,-10.154601712721359,"3.3","1.5","159","67.1","59","99.3","2577","7.1",634422,547973,"596142","645801","518934","570482","650402","640449","543305","592450","53.37","0.011","0.01","0","1","0","0","3","70","2","4-Seam Fastball","3","1","1","3","1","3","1","3","Standard","Standard","169","0.035","-0.286"
"SL","2021-04-20","85.0","0.46","6.28","Chapman, Aroldis",628338,547973,,"ball",,,,,"12","Guillermo Heredia pops out to first baseman Mike Ford in foul territory.","R","R","L","NYY","ATL","B",,,"0","0",2021,"-1.11","0.47","1.23","3.36",,,"663586","2","9","Top",,,,,"596142",,,4.116713662725851,-123.82132288906195,-1.5185818793301618,-12.23369321682059,23.240821493407125,-27.208242378400712,"3.1","1.55",,,,"86.8","2412","7.2",634422,547973,"596142","645801","518934","570482","650402","640449","543305","592450","53.28",,,,,,,,"70","1","Slider","3","1","1","3","1","3","1","3","Standard","Standard","287","0","0.033"
"FF","2021-04-20","99.3","0.53","6.02","Chapman, Aroldis",663586,547973,"walk","ball",,,,,"13","Austin Riley walks.","R","R","L","NYY","ATL","B",,,"3","2",2021,"0.14","1.4","-1.00","1.39",,,,"2","9","Top",,,,,"596142",,,-4.573951102693996,-144.19199575059523,-10.691974995540726,3.0327377459979,32.535834084991905,-10.396374318461524,"3.41","1.58",,,,"100.8","2462","7.2",634422,547973,"596142","645801","518934","570482","650402","640449","543305","592450","53.32",,,"0.7","1","0","0",,"69","8","4-Seam Fastball","3","1","1","3","1","3","1","3","Standard","Standard","164","-0.024","0.116"
"SL","2021-04-20","86.2","0.24","6.25","Chapman, Aroldis",663586,547973,,"ball",,,,,"13","Austin Riley walks.","R","R","L","NYY","ATL","B",,,"2","2",2021,"-0.97","0.11","-0.32","0.65",,,,"2","9","Top",,,,,"596142",,,0.6589640769784662,-125.48721577299011,-7.497283286668524,-10.4203680143418,23.588899231480905,-29.770397934163054,"3.33","1.45",,,,"88.2","2456","7.3",634422,547973,"596142","645801","518934","570482","650402","640449","543305","592450","53.15",,,,,,,,"69","7","Slider","3","1","1","3","1","3","1","3","Standard","Standard","304","0","0.039"
"SI","2021-04-20","100.7","0.46","6.2","Chapman, Aroldis",663586,547973,,"ball",,,,,"12","Austin Riley walks.","R","R","L","NYY","ATL","B",,,"1","2",2021,"0.89","1.56","1.16","3.74",,,,"2","9","Top",,,,,"596142",,,-0.1892831757782038,-146.63769510163695,-5.294029443233752,12.90960745268494,35.53657983397305,-8.703543871722362,"3.32","1.43",,,,"102.7","2586","7.4",634422,547973,"596142","645801","518934","570482","650402","640449","543305","592450","53.12",,,,,,,,"69","6","Sinker","3","1","1","3","1","3","1","3","Standard","Standard","168","0","0.018"
"SI","2021-04-20","101.6","0.62","6.17","Chapman, Aroldis",663586,547973,,"foul",,,,,"5","Austin Riley walks.","R","R","L","NYY","ATL","S",,,"1","2",2021,"1.05","1.52","0.23","2.56",,,,"2","9","Top",,,,,"596142",,,-3.6869252143212554,-147.7541590398167,-8.554761657757044,16.321396213844086,35.416200699071275,-8.095278992752496,"3.49","1.6","213","81.2","61","102.9","2566","7",634422,547973,"596142","645801","518934","570482","650402","640449","543305","592450","53.47",,,,,,,,"69","5","Sinker","3","1","1","3","1","3","1","3","Standard","Standard","162","0","0"
"FS","2021-04-20","90.5","0.29","6.19","Chapman, Aroldis",663586,547973,,"foul",,,,,"8","Austin Riley walks.","R","R","L","NYY","ATL","S",,,"1","2",2021,"-0.17","0.12","-0.01","1.82",,,,"2","9","Top",,,,,"596142",,,-0.41496533354663623,-131.88115961528723,-5.4001264993628375,-1.8790185357048252,25.311818661113264,-29.862341469465207,"3.49","1.6","244","78.7","36","92.9","2463","7.4",634422,547973,"596142","645801","518934","570482","650402","640449","543305","592450","53.09",,,,,,,,"69","4","Split-Finger","3","1","1","3","1","3","1","3","Standard","Standard","270","0","0"
"FF","2021-04-20","99.3","0.52","6.15","Chapman, Aroldis",663586,547973,,"foul",,,,,"13","Austin Riley walks.","R","R","L","NYY","ATL","S",,,"1","1",2021,"0.46","1.52","-0.99","1.97",,,,"2","9","Top",,,,,"596142",,,-5.3010935376562776,-144.3924307281848,-9.776431787535254,7.644664230836057,30.866378922522763,-8.818297794819994,"3.49","1.6","6","83.9","-18","101.1","2536","7.1",634422,547973,"596142","645801","518934","570482","650402","640449","543305","592450","53.39",,,,,,,,"69","3","4-Seam Fastball","3","1","1","3","1","3","1","3","Standard","Standard","156","0","-0.029"
"SL","2021-04-20","84.8","0.31","6.24","Chapman, Aroldis",663586,547973,,"swinging_strike",,,,,"2","Austin Riley walks.","R","R","L","NYY","ATL","S",,,"1","0",2021,"-0.92","0.22","0.07","3.36",,,,"2","9","Top",,,,,"596142",,,1.3141012739608036,-123.62007556017754,-0.8840161951393982,-9.704569810018484,23.713415247743285,-29.96011910602125,"3.49","1.6",,,,"86.4","2454","7.1",634422,547973,"596142","645801","518934","570482","650402","640449","543305","592450","53.36",,,,,,,,"69","2","Slider","3","1","1","3","1","3","1","3","Standard","Standard","300","0","-0.022"
"FF","2021-04-20","98.4","0.43","6.19","Chapman, Aroldis",663586,547973,,"ball",,,,,"11","Austin Riley walks.","R","R","L","NYY","ATL","B",,,"0","0",2021,"0.47","1.62","-0.51","3.47",,,,"2","9","Top",,,,,"596142",,,-3.684702123696469,-143.1659078931143,-5.774693667800349,7.369881146874857,32.24338719540265,-8.776719813409281,"3.33","1.48",,,,"99.9","2545","7.1",634422,547973,"596142","645801","518934","570482","650402","640449","543305","592450","53.45",,,,,,,,"69","1","4-Seam Fastball","3","1","1","3","1","3","1","3","Standard","Standard","151","0","0.018"
"SI","2021-04-20","100.3","0.39","5.99","Chapman, Aroldis",621020,547973,"strikeout","swinging_strike",,,,,"9","Dansby Swanson strikes out swinging.","R","R","L","NYY","ATL","S","2",,"1","2",2021,"1.04","1.39","0.30","1.99",,,,"1","9","Top",,,,,"596142",,,-2.73832611833822,-145.80112926444295,-9.086215304871555,15.465431909702929,34.29295936007001,-10.365389518573593,"3.41","1.56",,,,"101.4","2507","7",634422,547973,"596142","645801","518934","570482","650402","640449","543305","592450","53.54",,,"0","1","0","0",,"68","4","Sinker","3","1","1","3","1","3","1","3","Standard","Standard","155","0.023","-0.118"
"FS","2021-04-20","90.0","0.24","6.1","Chapman, Aroldis",621020,547973,,"ball",,,,,"14","Dansby Swanson strikes out swinging.","R","R","L","NYY","ATL","B",,,"0","2",2021,"0.2","-0.27","0.25","1.28",,,,"1","9","Top",,,,,"596142",,,-0.3933482046438081,-131.04668473084377,-5.523364485432044,2.347184039103734,25.818871733260615,-34.45338095442929,"3.4","1.62",,,,"91.7","619","7.1",634422,547973,"596142","645801","518934","570482","650402","640449","543305","592450","53.39",,,,,,,,"68","3","Split-Finger","3","1","1","3","1","3","1","3","Standard","Standard","86","0","0.015"
"FF","2021-04-20","99.2","0.63","6.06","Chapman, Aroldis",621020,547973,,"foul",,,,,"13","Dansby Swanson strikes out swinging.","R","R","L","NYY","ATL","S",,,"0","1",2021,"0.15","1.57","-1.32","2.31",,,,"1","9","Top",,,,,"596142",,,-5.73230463849405,-144.20428152883903,-8.592779491395778,3.3449478191276256,31.693257447437652,-8.516319077755353,"3.41","1.56","2","80.0","-42","100.5","2579","7",634422,547973,"596142","645801","518934","570482","650402","640449","543305","592450","53.54",,,,,,,,"68","2","4-Seam Fastball","3","1","1","3","1","3","1","3","Standard","Standard","162","0","-0.039"
"SL","2021-04-20","84.6","0.3","6.22","Chapman, Aroldis",621020,547973,,"called_strike",,,,,"2","Dansby Swanson strikes out swinging.","R","R","L","NYY","ATL","S",,,"0","0",2021,"-0.97","0.54","0.21","2.94",,,,"1","9","Top",,,,,"596142",,,1.769602141289675,-123.23365151173478,-2.424392962814109,-10.233541392517063,24.58995980442873,-26.38463666147655,"3.49","1.65",,,,"86.5","2474","7.5",634422,547973,"596142","645801","518934","570482","650402","640449","543305","592450","53.04",,,,,,,,"68","1","Slider","3","1","1","3","1","3","1","3","Standard","Standard","293","0","-0.026"
"SL","2021-04-20","83.4","0.33","6.27","Chapman, Aroldis",622666,547973,"strikeout","swinging_strike",,,,,"13","Johan Camargo strikes out swinging.","R","R","L","NYY","ATL","S","2",,"3","2",2021,"-1.12","-0.2","-0.24","1.08",,,,"0","9","Top",,,,,"596142",,,0.9181670949678815,-121.43100280427723,-5.249125777228723,-11.240439206415605,23.30181890638606,-33.33259379805388,"3.37","1.53",,,,"85.6","2316","7.6",634422,547973,"596142","645801","518934","570482","650402","640449","543305","592450","52.85",,,"0","1","0","0",,"67","6","Slider","3","1","1","3","1","3","1","3","Standard","Standard","299","0.037","-0.319"
"FF","2021-04-20","98.7","0.53","6.17","Chapman, Aroldis",622666,547973,,"ball",,,,,"12","Johan Camargo strikes out swinging.","R","R","L","NYY","ATL","B",,,"2","2",2021,"0.16","1.47","0.00","4.73",,,,"0","9","Top",,,,,"596142",,,-1.8358031089035682,-143.84850792958562,-1.979061767748081,2.6934661692775057,31.29155062594409,-11.423917064776646,"3.48","1.75",,,,"100.4","2440","7",634422,547973,"596142","645801","518934","570482","650402","640449","543305","592450","53.52",,,,,,,,"67","5","4-Seam Fastball","3","1","1","3","1","3","1","3","Standard","Standard","167","0","0.103"
"FF","2021-04-20","96.9","0.43","6.17","Chapman, Aroldis",622666,547973,,"foul",,,,,"11","Johan Camargo strikes out swinging.","R","R","L","NYY","ATL","S",,,"2","1",2021,"-0.02","1.63","-0.26","3.58",,,,"0","9","Top",,,,,"596142",,,-1.841737853341757,-141.05121255997557,-5.171123980656311,0.18223963597353562,33.58958612132438,-9.506843461242168,"3.37","1.53","172","82.0","13","98.2","2505","7.1",634422,547973,"596142","645801","518934","570482","650402","640449","543305","592450","53.36",,,,,,,,"67","4","4-Seam Fastball","3","1","1","3","1","3","1","3","Standard","Standard","159","0","-0.076"
