"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"CH","2021-04-14","84.2","-2.3","5.94","Maeda, Kenta",614173,628317,,"foul",,,,,"13","Franchy Cordero strikes out swinging, catcher Ryan Jeffers to first baseman Willians Astudillo.","R","L","R","MIN","BOS","S",,,"0","1",2021,"-1.26","0.16","-0.42","1.11",,,"592669","2","3","Top",,,,,"680777",,,6.775435749428632,-122.51553353902895,-5.203738743398198,-13.926897988138498,20.438067408946136,-29.82066121085209,"3.49","1.6","1","72.7","-39","83.9","1547","5.7",634574,628317,"680777","553902","593871","650333","595375","666135","595909","596146","54.77",,,,,,,,"24","2","Changeup","0","3","3","0","3","0","3","0","Infield shift","Standard","241","0","-0.053"
"CH","2021-04-14","84.0","-2.25","5.92","Maeda, Kenta",614173,628317,,"foul_bunt",,,,,"8","Franchy Cordero strikes out swinging, catcher Ryan Jeffers to first baseman Willians Astudillo.","R","L","R","MIN","BOS","S",,,"0","0",2021,"-1.29","0.37","-0.13","1.88",,,"592669","2","3","Top",,,,,"680777",,,7.370170919276545,-122.29399845672664,-3.7716468869539392,-14.368636205867329,20.079608398727046,-27.953549583523493,"3.49","1.6","76",,,"83.8","1525","5.7",634574,628317,"680777","553902","593871","650333","595375","666135","595909","596146","54.76",,,,,,,,"24","1","Changeup","0","3","3","0","3","0","3","0","Infield shift","Standard","235","0","-0.041"
"SL","2021-04-14","83.0","-2.38","5.77","Maeda, Kenta",592669,628317,"force_out","hit_into_play",,,,,"6","Hunter Renfroe grounds into a force out, shortstop JT Riddle to second baseman Jorge Polanco.   Marwin Gonzalez out at 2nd.    Hunter Renfroe to 1st.","R","R","R","MIN","BOS","X","6","ground_ball","2","1",2021,"0.06","0.42","0.32","2.18",,,"503556","1","3","Top",104.38,155.06,,,"680777",,,6.007801691870103,-120.74883420379349,-2.529775370557228,-0.5578609498904178,23.812070872527247,-27.822994175546672,"3.41","1.56","58","78.1","3","82.3","2389","5.9",634574,628317,"680777","553902","593871","650333","595375","666135","595909","596146","54.64","0.197","0.177","0","1","0","0","2","23","4","Slider","0","3","3","0","3","0","3","0","Infield shift","Standard","235","0.014","-0.387"
"SL","2021-04-14","83.7","-2.26","5.79","Maeda, Kenta",592669,628317,,"ball",,,,,"14","Hunter Renfroe grounds into a force out, shortstop JT Riddle to second baseman Jorge Polanco.   Marwin Gonzalez out at 2nd.    Hunter Renfroe to 1st.","R","R","R","MIN","BOS","B",,,"1","1",2021,"-0.13","0.42","1.30","1.26",,,"503556","1","3","Top",,,,,"680777",,,8.382589437729074,-121.55182820727661,-4.740990683549078,-3.052893055066352,25.166709780036577,-27.278787680528357,"3.42","1.56",,,,"82.6","2408","5.8",634574,628317,"680777","553902","593871","650333","595375","666135","595909","596146","54.69",,,,,,,,"23","3","Slider","0","3","3","0","3","0","3","0","Infield shift","Standard","200","0","0.057"
"FF","2021-04-14","90.1","-2.23","5.88","Maeda, Kenta",592669,628317,,"ball",,,,,"11","Hunter Renfroe grounds into a force out, shortstop JT Riddle to second baseman Jorge Polanco.   Marwin Gonzalez out at 2nd.    Hunter Renfroe to 1st.","R","R","R","MIN","BOS","B",,,"0","1",2021,"-1.08","1.17","-1.18","2.86",,,"503556","1","3","Top",,,,,"680777",,,4.83792345743041,-131.00390090899478,-3.95402159888959,-13.424792950079167,29.63832351619753,-18.04727320813393,"3.37","1.56",,,,"89.1","2145","5.8",634574,628317,"680777","553902","593871","650333","595375","666135","595909","596146","54.65",,,,,,,,"23","2","4-Seam Fastball","0","3","3","0","3","0","3","0","Infield shift","Standard","219","0","0.013"
"SL","2021-04-14","82.3","-2.3","5.71","Maeda, Kenta",592669,628317,,"swinging_strike",,,,,"14","Hunter Renfroe grounds into a force out, shortstop JT Riddle to second baseman Jorge Polanco.   Marwin Gonzalez out at 2nd.    Hunter Renfroe to 1st.","R","R","R","MIN","BOS","S",,,"0","0",2021,"0.15","0.36","0.90","1.77",,,"503556","1","3","Top",,,,,"680777",,,6.877560968961126,-119.6135966180198,-3.035927187423123,0.061560073828439116,24.642780089856654,-28.330908291274266,"3.41","1.56",,,,"81.1","2453","5.7",634574,628317,"680777","553902","593871","650333","595375","666135","595909","596146","54.77",,,,,,,,"23","1","Slider","0","3","3","0","3","0","3","0","Infield shift","Standard","110","0","-0.044"
"SL","2021-04-14","80.3","-2.38","5.77","Maeda, Kenta",503556,628317,"walk","ball",,,,,"11","Marwin Gonzalez walks.","R","L","R","MIN","BOS","B",,,"3","1",2021,"0.48","0.36","-0.75","4.04",,,,"1","3","Top",,,,,"680777",,,2.6723361224577227,-116.91814551600442,2.1330416760056097,3.86863360289882,21.869873889517475,-29.447584055466283,"3.4","1.56",,,,"79.6","2232","5.7",634574,628317,"680777","553902","593871","650333","595375","666135","595909","596146","54.77",,,"0.7","1","0","0",,"22","5","Slider","0","3","3","0","3","0","3","0","Infield shift","Standard","65","-0.012","0.168"
"SL","2021-04-14","81.5","-2.38","5.8","Maeda, Kenta",503556,628317,,"ball",,,,,"11","Marwin Gonzalez walks.","R","L","R","MIN","BOS","B",,,"2","1",2021,"0.27","0.45","-1.19","3.71",,,,"1","3","Top",,,,,"680777",,,2.136387816427367,-118.68029819302764,1.0090416935856228,2.110640681564223,22.918539256449662,-28.368875769364326,"3.45","1.56",,,,"80.6","2330","5.7",634574,628317,"680777","553902","593871","650333","595375","666135","595909","596146","54.83",,,,,,,,"22","4","Slider","0","3","3","0","3","0","3","0","Infield shift","Standard","69","0","0.072"
"SL","2021-04-14","82.2","-2.28","5.85","Maeda, Kenta",503556,628317,,"ball",,,,,"12","Marwin Gonzalez walks.","R","L","R","MIN","BOS","B",,,"1","1",2021,"0.37","0.23","1.26","2.62",,,,"1","3","Top",,,,,"680777",,,7.232849035251193,-119.60937056338977,-1.218407797720172,2.085447563215043,23.423068182802943,-29.946263460067993,"3.42","1.56",,,,"81.4","2440","5.8",634574,628317,"680777","553902","593871","650333","595375","666135","595909","596146","54.69",,,,,,,,"22","3","Slider","0","3","3","0","3","0","3","0","Infield shift","Standard","97","0","0.033"
"SL","2021-04-14","81.2","-2.33","5.8","Maeda, Kenta",503556,628317,,"swinging_strike",,,,,"4","Marwin Gonzalez walks.","R","L","R","MIN","BOS","S",,,"1","0",2021,"0.2","0.35","-0.57","2.64",,,,"1","3","Top",,,,,"680777",,,3.529136495851272,-118.1996987069085,-1.1404946983430977,1.2139578847776062,22.811287912783598,-28.870516721261776,"3.41","1.56",,,,"80.3","2364","5.7",634574,628317,"680777","553902","593871","650333","595375","666135","595909","596146","54.8",,,,,,,,"22","2","Slider","0","3","3","0","3","0","3","0","Infield shift","Standard","88","0","-0.033"
